Transaction Type,Subtype,Sales Sequence,No,Date,Community,Property,Property Type,Unit,Bedrooms,Floor,Parking,Balcony Area,Size (Sqf),Land Size,Amount (AED),AED/Sqf,Developer
Sales - Ready,Sale,Primary,11-13619-2022,16-06-2022,Dubai Marina,Opal Marina Tower,Apartment,1001,2 B/R,10,B2-43,234.98,1546.14,,1336300.0,864.28,Mismak Properties
Sales - Ready,Sale,Primary,11-13622-2022,16-06-2022,Dubai Marina,Opal Marina Tower,Apartment,1002,2 B/R,10,B2-44,234.98,1546.14,,1336300.0,864.28,Mismak Properties
Sales - Ready,Sale,Primary,11-13482-2022,15-06-2022,Dubai Marina,Opal Marina Tower,Apartment,2506,1 B/R,25,B3-61,162.0,1064.13,,946600.0,889.55,Mismak Properties
Sales - Ready,Sale,Primary,11-13536-2022,15-06-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2304,3 B/R,23,B3-148,215.39,1874.34,,2905000.0,1549.88,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-13535-2022,15-06-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2404,3 B/R,24,B3-155,215.39,1874.34,,2905219.75,1550.0,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-13461-2022,15-06-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,7101,4 B/R,71,"B1-297 , B1-139",341.11,3058.91,,9391482.0,3070.2,Al Ain Properties
Sales - Ready,Sale,Primary,11-13463-2022,15-06-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,7108,2 B/R,71,B1-097,101.61,1158.96,,3660438.0,3158.38,Al Ain Properties
Sales - Ready,Sale,Primary,11-13455-2022,14-06-2022,Dubai Marina,Opal Marina Tower,Apartment,2002,2 B/R,20,B3-27,234.98,1546.14,,1425400.0,921.91,Mismak Properties
Sales - Ready,Sale,Primary,11-13457-2022,14-06-2022,Dubai Marina,Opal Marina Tower,Apartment,2402,2 B/R,24,B3-51,234.98,1546.14,,1429624.0,924.64,Mismak Properties
Sales - Ready,Sale,Primary,11-13456-2022,14-06-2022,Dubai Marina,Opal Marina Tower,Apartment,2605,2 B/R,26,B3-66,234.98,1536.35,,1298696.0,845.31,Mismak Properties
Sales - Ready,Sale,Primary,11-12901-2022,09-06-2022,Dubai Marina,Sparkle Tower B,Apartment,2-1307,1 B/R,13,B3-94,200.43,962.84,,1750000.0,1817.54,Tebyan Real Estate Clarity
Sales - Ready,Lease to Own Registration,Primary,110-203-2022,08-06-2022,Dubai Marina,The Residences at Marina Gate 2,Apartment,3501,3 B/R,35,"L4-40, L4-40T",216.03,1810.07,,2125000.0,1173.98,Select Group
Sales - Ready,Sale,Primary,11-12679-2022,07-06-2022,Dubai Marina,Millennium Place (The One Dubai Marina By Wyndham),Serviced/Hotel Apartment,906,0 B/R,9,EU,,416.03,,1395000.0,3353.13,The First Group
Sales - Ready,Delayed Sell,Primary,41-9483-2022,03-06-2022,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,2204,0 B/R,22,EU,74.81,409.68,,1433015.0,3497.91,The First Group
Sales - Ready,Sale,Primary,11-11958-2022,01-06-2022,Jumeirah Beach Residence,Rimal 4,Apartment,304,0 B/R,3,M280,54.04,699.44,,299000.0,427.48,Dubai Properties
Sales - Ready,Sale,Primary,11-11956-2022,01-06-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5504,4 B/R,55,"B2-370,B2-370A",151.99,2555.05,,11000000.0,4305.2,Al Ain Properties
Sales - Ready,Sale,Primary,11-11911-2022,31-05-2022,Jumeirah Beach Residence,Bahar 2,Apartment,1604,2 B/R,16,M-112,93.43,1516.54,,1650000.0,1088.0,Dubai Properties
Sales - Ready,Sale,Primary,11-11904-2022,31-05-2022,Jumeirah Beach Residence,Bahar 2,Apartment,1801,2 B/R,18,M-107,93.43,1516.54,,2073249.0,1367.09,Dubai Properties
Sales - Ready,Sale,Primary,11-11876-2022,31-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,3901,1 B/R,39,B2-221,59.63,740.67,,2562000.0,3459.03,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-9132-2022,30-05-2022,Dubai Marina,Damac Heights,Apartment,5104,3 B/R,51,P4-54,305.27,1905.55,,4308000.0,2260.76,Damac Properties
Sales - Ready,Sale,Primary,11-11721-2022,30-05-2022,Dubai Marina,Al Sahab 2,Apartment,503,2 B/R,5,126,206.02,1588.01,,2180000.0,1372.78,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-11694-2022,30-05-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2204,3 B/R,22,B3-145,215.39,1874.34,,2905000.0,1549.88,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-11695-2022,30-05-2022,Dubai Marina,Sparkle Tower A,Apartment,1-2301,3 B/R,23,B3-128,207.21,1860.88,,2884364.5,1550.0,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-11693-2022,30-05-2022,Dubai Marina,Sparkle Tower B,Apartment,2-106,0 B/R,1,B1-06,,357.8,,780000.0,2180.02,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-11595-2022,30-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5501,3 B/R,55,"B3-323,B3-324",143.16,1940.43,,8000000.0,4122.81,Al Ain Properties
Sales - Ready,Sale,Primary,11-11699-2022,30-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5502,2 B/R,55,B3-157,174.48,1477.25,,6500000.0,4400.06,Al Ain Properties
Sales - Ready,Sale,Primary,11-11596-2022,30-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5503,2 B/R,55,B3-051,102.69,1161.54,,5500000.0,4735.08,Al Ain Properties
Sales - Ready,Sale,Primary,11-11597-2022,30-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5505,2 B/R,55,B1-005,73.63,1148.95,,4500000.0,3916.62,Al Ain Properties
Sales - Ready,Sale,Primary,11-11598-2022,30-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,5506,2 B/R,55,B3-154,,1133.45,,4500000.0,3970.18,Al Ain Properties
Sales - Ready,Sale,Primary,11-11599-2022,30-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,2801,1 B/R,28,B2-343,59.63,740.67,,3295000.0,4448.67,Al Ain Properties
Sales - Ready,Sale,Primary,11-11133-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,308,1 B/R,3,B3-428,59.2,731.74,,2150000.0,2938.22,Al Ain Properties
Sales - Ready,Sale,Primary,11-11162-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,4604,4 B/R,46,"B3-307,B3-308",151.99,2555.05,,10500000.0,4109.51,Al Ain Properties
Sales - Ready,Sale,Primary,11-11218-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,4804,4 B/R,48,"B3-089,B3-090",151.99,2555.05,,9335000.0,3653.55,Al Ain Properties
Sales - Ready,Sale,Primary,11-11151-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,6905,2 B/R,69,B3-295,,1197.28,,3125000.0,2610.08,Al Ain Properties
Sales - Ready,Sale,Primary,11-11161-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,2303,1 B/R,23,B2-413,74.59,809.24,,3430000.0,4238.56,Al Ain Properties
Sales - Ready,Sale,Primary,11-11148-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,3002,1 B/R,30,B1-032,,623.67,,2114500.0,3390.44,Al Ain Properties
Sales - Ready,Sale,Primary,11-11136-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,3202,1 B/R,32,B1-320,,623.67,,2626000.0,4210.59,Al Ain Properties
Sales - Ready,Sale,Primary,11-11145-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,4502,1 B/R,45,B2-141,,626.25,,2750000.0,4391.22,Al Ain Properties
Sales - Ready,Sale,Primary,11-11149-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,5302,1 B/R,53,B2-347,,626.25,,2631000.0,4201.2,Al Ain Properties
Sales - Ready,Sale,Primary,11-11118-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,5304,1 B/R,53,B2-348,82.24,704.61,,2820000.0,4002.21,Al Ain Properties
Sales - Ready,Sale,Primary,11-11139-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6003,1 B/R,60,B2-276,72.66,810.42,,2940000.0,3627.74,Al Ain Properties
Sales - Ready,Sale,Primary,11-11138-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6103,1 B/R,61,B1-377,72.66,810.42,,2942000.0,3630.21,Al Ain Properties
Sales - Ready,Sale,Primary,11-11147-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6404,2 B/R,64,B2-354,101.18,1491.68,,4381000.0,2936.97,Al Ain Properties
Sales - Ready,Sale,Primary,11-11146-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6505,1 B/R,65,B1-007,72.66,809.67,,3600000.0,4446.27,Al Ain Properties
Sales - Ready,Sale,Primary,11-11144-2022,25-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6705,1 B/R,67,B1-142,72.66,809.67,,2890000.0,3569.36,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-8584-2022,23-05-2022,Dubai Marina,Damac Heights,Apartment,4904,3 B/R,49,P4-40,306.99,1922.45,,3133000.0,1629.69,Damac Properties
Sales - Ready,Sale,Primary,11-10750-2022,22-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,4702,1 B/R,47,B2-225,,626.25,,2175000.0,3473.06,Al Ain Properties
Sales - Ready,Lease to Own Registration,Primary,110-167-2022,19-05-2022,Dubai Marina,Opal Marina Tower,Apartment,402,2 B/R,4,B2-8,234.98,1546.14,,637500.0,412.32,Mismak Properties
Sales - Ready,Sale,Primary,11-10478-2022,19-05-2022,Dubai Marina,Sparkle Tower B,Apartment,2-102,1 B/R,1,B1-02,688.14,1409.33,,1100000.0,780.51,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-10566-2022,19-05-2022,Dubai Marina,Sparkle Tower B,Apartment,2-503,2 B/R,5,B2-12,832.92,2123.31,,1912180.0,900.57,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-10162-2022,17-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,3902,1 B/R,39,B2-223,,623.67,,2135000.0,3423.31,Al Ain Properties
Sales - Ready,Sale,Primary,11-10163-2022,17-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,3903,1 B/R,39,B2-220,74.59,809.24,,2665000.0,3293.22,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-8074-2022,13-05-2022,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,1307,0 B/R,13,EU,,339.71,,1650000.0,4857.06,The First Group
Sales - Ready,Delayed Sell,Primary,41-8076-2022,13-05-2022,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,1608,0 B/R,16,EU,29.28,614.52,,1466000.0,2385.61,The First Group
Sales - Ready,Delayed Sell,Primary,41-8088-2022,13-05-2022,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,415,0 B/R,4,EU,,337.13,,1095000.0,3248.02,The First Group
Sales - Ready,Delayed Sell,Primary,41-7971-2022,12-05-2022,Dubai Marina,Damac Heights,Apartment,5406,3 B/R,54,P3-05,267.92,2168.62,,3437680.0,1585.19,Damac Properties
Sales - Ready,Sale,Primary,11-9893-2022,12-05-2022,Dubai Marina,Opal Marina Tower,Apartment,2401,2 B/R,24,B3-50,234.98,1546.14,,1429000.0,924.24,Mismak Properties
Sales - Ready,Sale,Primary,11-9902-2022,12-05-2022,Dubai Marina,Opal Marina Tower,Apartment,302,2 B/R,3,B2-2,658.0,1988.86,,1642707.0,825.95,Mismak Properties
Sales - Ready,Sale,Primary,11-9896-2022,12-05-2022,Dubai Marina,Opal Marina Tower,Apartment,503,1 B/R,5,B2-15,162.0,1064.13,,857500.0,805.82,Mismak Properties
Sales - Ready,Sale,Primary,11-9744-2022,11-05-2022,Dubai Marina,Sparkle Tower B,Apartment,2-204,2 B/R,2,B1-13,229.7,1519.98,,1855000.0,1220.41,Tebyan Real Estate Clarity
Sales - Ready,Sale,Primary,11-9846-2022,11-05-2022,Jumeirah Beach Residence,Sadaf 1,Apartment,1806,3 B/R,18,B522/ B618,42.95,1896.72,,699000.0,368.53,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-7847-2022,10-05-2022,Dubai Marina,Damac Heights,Apartment,1110,2 B/R,11,B5-56,109.36,1424.83,,2677000.0,1878.82,Damac Properties
Sales - Ready,Sale,Primary,11-9632-2022,10-05-2022,Jumeirah Beach Residence,Bahar 2,Apartment,2001,2 B/R,20,B-129,93.43,1516.54,,2105000.0,1388.03,Dubai Properties
Sales - Ready,Sale,Primary,11-9657-2022,10-05-2022,Jumeirah Beach Residence,Bahar 2,Apartment,2101,2 B/R,21,B-095,93.43,1516.54,,2116000.0,1395.28,Dubai Properties
Sales - Ready,Sale,Primary,11-9601-2022,10-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,3701,1 B/R,37,B2-213,59.63,740.67,,3024000.0,4082.79,Al Ain Properties
Sales - Ready,Sale,Primary,11-9509-2022,09-05-2022,Dubai Marina,Marina View Towers A,Apartment,109,,1,B1/15&16,248.97,2488.21,,2700000.0,1085.12,New City Developers
Sales - Ready,Sale,Primary,11-9572-2022,09-05-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,6402,2 B/R,64,B2-355,286.11,1798.88,,5072000.0,2819.53,Al Ain Properties
Sales - Ready,Sale,Primary,11-9270-2022,28-04-2022,Dubai Marina,LIV Residence,Apartment,302,0 B/R,3,B1-P41,50.7,499.34,,1081548.0,2165.95,LIV Real Estate Development
Sales - Ready,Sale,Primary,11-9211-2022,28-04-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 1,Apartment,4904,4 B/R,49,"B3-315,B3-315A",151.99,2555.05,,8372000.0,3276.65,Al Ain Properties
Sales - Ready,Sale,Primary,11-9274-2022,28-04-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,4802,1 B/R,48,B2-229,,626.25,,2488000.0,3972.86,Al Ain Properties
Sales - Ready,Sale,Primary,11-9295-2022,28-04-2022,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,5704,1 B/R,57,B2-286,82.24,704.61,,2454000.0,3482.77,Al Ain Properties
Sales - Ready,Delayed Sell,Primary,41-7445-2022,27-04-2022,Dubai Marina,Al Majara Tower 5,Apartment,M04,1 B/R,M,346,86.0,1150.99,,1330888.0,1156.29,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-9119-2022,27-04-2022,Dubai Marina,Marina Pearl,Apartment,G01,1 B/R,G,L-03,,730.98,,490000.0,670.33,Jogi International Holdings
